Review,Point
"Có deal đồng giá 11k món há cảo tôm nên phải đặt ngay nè. Mình đã từng đặt qua Now 2 lần món Há cảo tôm, ăn ngon, bánh mềm, tôm thơm và ko tanh. Giá thì rẻ hơn so với các quán khác
Shipper giao cũng nhanh nên đơn giao tới vẫn còn nóng lắm, phải nói shipper khá thân thiện",8.0
"Lâu lắm rồi mình chưa ăn dimsum nên thấy thèm ghê. Hôm bữa thấy trên Now.vn quán này có giảm giá nên mình đặt về ăn. Mình thích ăn há cảo nên đặt há cảo tôm, ăn thấy khá là ngon. Sủi cảo thì cũng bình thường không có gì hấp dẫn lắm. Món ăn nhìn khá là hấp dẫn, đẹp mắt. Cơ mà một phần khá là ít, chỉ có 4 miếng ăn, ăn cho vui chứ chả thấm béo gì đau ạ. Nếu ăn no chắc phải ăn nhiều phần lắm đây, ahihi. Mình thấy há cảo ngon nên lần sau cũng sẽ đặt há cảo ăn tiếp, hihi",8.4
"Dimsun ở đây vỏ ko được mỏng tang nhưng cũng ko quá dày, vỏ hơi khô, chỉ có điều nhân toàn đồ viên chứ ko phải nhân dạng tự làm nên ăn như ăn chả viên ấy.

 Mình rất thích món bánh kim sa, vị ngọt ngọt béo béo vừa phải, có thể coi đây là món ngon nhất luôn (mỗi tội giá gốc 30k 2 cái bé xíu thì đắt quá). Lần sau có dịp lại ủng hộ quán.",7.4
"Quán này cũng mới mở đây thoai. K gian quán nhỏ nhỏ xinh xinh, cô chủ nhiệt tình. Với giá bình dân thì dimsum vậy khá okie. Thích nhất ăn há cảo tôm. Ngon lắm. Phần thập cẩm cũng ngon. Ưng ý nè",7.0
"Điểm 10_ cho chất lượng. Ngon thật sự. 👍👍👍💕💕💕 Mình thật sự chưa ăn dimsum nhiều nhưng với mình thì dimsum ở đây ngon và rẻ. Mình gọi Bánh xếp cá, Há cảo thịt, Xíu mại khô, Sủi cảo hải sản hấp. Cá nhân mình thì thích Sủi cảo hải sản hấp nhất còn bạn mình thì thích Xíu mại khô. Tất nhiên là tất cả đều ngon. ☺☺☺ (trong ảnh bị thiếu xíu mại khô 😂)",10
"Bọn mình lần đầu đi thử dimsum. Không biết loại nào ổn nên cứ gọi bừa ra.
Chắc không hợp hay sao ý mà mình thấy khá ngán, lớp bột hơi dày, nhân cũng không ngon. Mình thấy dimsum tôm là có vẻ đỡ đỡ, còn như hải sản, hồ lô thì mình không ưng lắm. 
Giá cả từ 20-30 / phần như hình.",6.8
"Nói chung là giá cả ok, nhân rất ngon, chỉ bị cái vỏ bánh hơi dày làm bị ngán",8.0
"Ngon và khá rẻ 😍 quán có đồ ăn vặt nữa
Đồ ăn có nhanh, nước chấm ngon",5.0
"Dimsum ở đây k ngon, nước tương ăn cũng tạm. Nói chung chắc k quay lại.",6.0
Mình cực thích các quán dimsum nên hầu như quán nào mở cũng ráng lết qua ăn thử không thì cũng oder qua now.vn ship về ăn hết. Quán này đợt rồi thấy rần rần nên cũng bon chen thử. Theo cảm nhận của mình thì chỉ dừng lại ở mức độ ăn được thôi chứ không phải là ngon xuất sắc :v. Giá cả cũng tầm trung bình thường hà,6.4
"Lại ngồi chọn món cho bữa xế, lâu nay cứ hay mít trộn, bánh kẹp các kiểu nên giờ đổi món qua dimsum. Nghe mọi người khen quán này khá ngon nên mình cũng thử xem sao. Mình order há cảo tôm và yumcha, thấy hình ảnh bắt mắt hấp dẫn ghê.
Dimsum giao về vẫn còn nóng, tuy nhiên mình có thử há cảo tôm thì thấy vỏ hơi bở nên nhân tràn ra ngoài khó gắp ăn, nhân bên trong bánh khá đầy đặn. Nói chung mức giá từ 20-35k vậy là hợp lí rồi",7.4
"Quán ăn ngon, rộng rãi, thoáng đãng.
Há cảo tôm và bánh xếp cá hấp đầy ụ nhân, vỏ mềm dẻo cực ngon
Sủi cảo hải sản chiên giòn đầy thịt ú nụ~ đã ghiền 
Nước chấm ở đây ngon đặc biệt làm cho đồ ăn thêm đậm. Còn có vườn cho thỏ để cho các e nhỏ qua nhòm chơi ))",8.0
"Quán nho nhỏ xinh xinh bên Phan Châu Trinh. Có dimsum, một số món ăn vặt và nước uống. Giá dao động 20k - 35k. Dimsum nóng, mềm thơm, chấm xì dầu bá cháy á. Bánh bao kim sa ở đây cũng được lắm. Nước uống cũng khá ổn. Trà sữa nhiều thạch. Nhân viên cũng okie. Sẽ quay lại",7.8
"Thấy Foody quảng cáo hấp dẫn nên mình có rủ nhóm bạn tầm 5-6 đứa ghé qua ăn, quán mở tầm 3h, mình đi lúc 4h cũng vắng khách, quán chắc đông khách tầm 7h, mình gọi mỗi thứ 1 loại, có gọi trà sữa nữa
Trà sữa quá chời thạch lun, khá thích khúc bạch của quán
Dimsum hấp dẫn, bưng ra nóng hổi, chấm vs sốt cũng ngon
Quán có giảm 30% qua Now thì phải",7.8
"Không gian quán đơn giản, kiểu quán ăn vặt vỉa hè vậy đó, mọi thứ đều nhỏ nhỏ xinh xinh. Menu đa dạng giá từ 20 - 35k bao gồm cả đồ ăn và đồ uống. Dimsum cũng ngon, nói chung nóng hổi chấm nước sốt cũng bắt miệng. Sữa chua hạt chia mình thấy bình thường, giá hơi đắt. À có 1 điều mình thấy ko thích ở quán lắm đó là tất cả đũa, chén, ly, dĩa quán đều sử dụng loại dùng 1 lần, cái đó thì thích hợp cho ai mua mang đi thôi chứ ngồi ăn tại quán thì thấy ko được tốt lắm :)))",7.4
"Mình thèm bánh bao kim sa mà k biết mua ở đâu lên foody vô menu thấy quán này nên chạy qua ăn, gọi 1 trà đào, 2 bánh bao kin sa và thêm 1 phầm dimsum màu hường
Bánh bao ăn ngon, ngọt vừa phải, dimsum màu hường đẹp mắt
Trà đào uống mát, mà k ưng mấy loại thạch lắm
Quán mở tầm 3h chìu, nhác tới quán thì order qua Now giảm 30% á",7.8
"Quán nằm hơi núp núp tí, quán kiểu vỉa hè thôi nên giá công nhận khá rẻ. Tầm 20k 1 món thôi, mà dimsum ở đây cũng khá đa dạng tầm 20 vị lận. Nói chung mình thử cũng khá nhiều loại ở đây rồi thấy ăn khá ok. Mà trời mưa mưa thế này, bánh hấp ra nóng hổi ăn cũng khá ghiền.
Ngoài ra thì quán cũng có trà sữa, trà đào các kiểu nữa.
Chủ quán nhiệt tình.",8.4
"Bên này ngon nè. Đông khách, đồ ăn làm tại chỗ nóng ngon. Giá từ 20k. Quán chỉ thấy xe trà sữa trước tiệm chưa có biển nên hơi khó tìm. Bên cạnh siêu thị Shin mart luôn. Sạch sẽ phục vụ dễ thương. Sẽ ghé lại :)",8.0
"Quán dimsum mới nổi dạo gần đây, quán mở tầm 3h chiều tới tối, quán vỉa hè thôi nhưng chỗ ngồi cũng sạch sẽ, có 2 chọ bé đứng bán, quán chưa có biển hiệu chị hết, đi ngang qua gần siêu thị Mẹ Shin thì chính quán đó á
quán có 2 chị chủ dễ thương, nhiệt tình, dimsum có xửng hấp tại chỗ, nên đảm bảo đem ra còn nóng ăn ngon hơn, mình đi 2 đứa nên gọi thử 2 loại dimsum và xôi lá sen
so với giá như vậy là khá chất lượng, đặc biệt mình ưng ăn xôi lá sen, xôi tỉ dẻo và nhân ăn vừa miệng
khúc bạch ăn cũng ổn, mình thích khúc bạch chứ k ưng ăn nước vì nước ngọt, mình k hảo ngọt
giá tầm 20k -25k
mình thấy gần đó có khu vui chơi cho con nít, ba mẹ mà dẫn con đi ăn rồi đi chơi là cực kì thich nà
order qua Now rẻ hơn vì giảm 30% tới 31/07",7.8
"Thấy trên fb nhiều rồi mà chưa thử lần nào
Hôm nay tình cờ lướt fd thấy dimsum bà thím sale 30% nên order luôn
Đồ ăn còn nóng hổi, há cảo mềm, xíu mại khô ngon
Nói chung 1 phần 20k vậy quá ok, trà đào ly bự chà bá
Nếu có dịp sẽ tới quán ăn nhìu món hơn nữa",8.2
"Quán vỉa hè. Đi qua k để ý kỹ thì đố thấy lun vì chưa kịp làm bảng hiệu to. 2 chị bé chủ vừa làm bếp luôn, dễ thương lắm. Dimsum rẻ, siêu rẻ từ 20-30k, ăn cũng đỡ xót ví hẳn ra mà lại ăn đc nhiều loại khác nhau nữa. Bánh bao 2 loại mình thử đều ngon, vỏ mềm xốp, nhân thịt béo, kim sa làm cũng ok đó. Ăn trời mưa lạnh lạnh có mấy xửng hấp nóng đúng bài quá. Xôi gà lá sen cũng khá ngon, mà nên ăn mấy món chiên, thấy chấm với cái sốt đen quán làm ngon, hợp rơ lém. Mà phê nhất là khúc bạch, huhu thích khúc bạch lắm, ở đây làm khúc bạch béo, mềm hơi ngọt 1 xíu nhưng nchung kết cấu vậy quá ổn",8.0
Lần đầu mua thử Chờ quá lâu . Dây chuyền như là gia đỉnh ms làm nên chưa chuyên nghiệp mong cải thiện . Xíu mại nhân ko ngon ko đặc sắc . Rất hỗn độn . Chiên cháy . Cứng . Há cảo tôm thì tạm áo ngoài mềm dai trong cx ok . Giá cx tạm . Nếu so vs quán dimsum mik hay ăn thì nó ít rẻ kiểu ăn vặt lề đường chứ ko no chất lượng được,6.0
Hôm nay tới thử mấy món mình cảm thấy thích nhất là món xíu mại khô 👍🏻 mấy loại kia mình thấy vỏ bánh hơi dày tí nhưng nhân cũng ổn . Lần sau sẽ tới thử các loại khác 👍🏻,7.4
"Chỗ này mới mở đối diện chùa đường Phan Châu Trinh
Mới mở thôi mà đông lắm , đi 7h30 mà hết 3-4 món rồi 😥
Há cảo đồng giá 20k /4 viên , viên nào viên nấy to , nhân nhiều , rẻ vì quán lề đường k có mặt bằng nên cũng đỡ 
2 người ăn 4 thố là ớn rồi , mình kêu xíu mại khô, há cảo thịt, bánh xếp cá , món nào cũng ngon ,nhưng mình thích nhất là háo cảo thịt , lớp vỏ bên ngoài dẻo , mềm, bên trong nhân thịt đầy đặn , nước sốt chấm cũng ngon nữa 
Điểm trừ của quán là làm đồ ăn hơi chậm , chỉ có 2 cái máy hấp với lượng khách như vậy thì nên mua thêm 2 cái nữa là nhanh liền à, với tuyển thêm nhân viên nữa , chớ thấy chị chủ vừa hấp , vừa làm nước cũng cực , chỉ toàn là người nhà phụ thôi
Sẽ ủng hộ dài dài, quán mở bán từ 3h chiều tới 8h30 tối , mấy bạn đi ăn sớm mới có nhiều món , chớ đi trễ là hết đó",8.6
"quá ngon , phần mình gọi giá 80k cộng chai nước khoáng 10k , hợp lí với không gian thoáng như vậy , sẽ quay lại",9.4
"Vợ chồng mình ghé qua đây ăn sau khi ăn no một bụng bánh xèo nem lụi. Quán thoáng mát, dễ tìm. Thịt heo khá mềm và rau thì siêu nhiều luôn, mắm cũng ngon nhưng không đặc biệt lắm. Xét tổng thể thì ok",8.2
"Vị trí: đi từ sân bay ra thì quán nằm bên trái, ngay gần ngã tư 
Không gian bên trong khá mát mẻ và thoáng 
Quán chuyên bánh tráng thịt heo 2 đầu da nổi tiếng 
Rau cho rất nhiều, nước chấm cho cũng rất hào phóng 
Thịt heo mềm, có điều mỗi miếng mỗi khác ở tỷ lệ nạc mỡ, có miếng còn hơi hồng 
Quán có nước thảo mộc uống rất ngon",7.2
"Phần bánh tráng thịt heo ngon, mắm ngon, rau đủ loại sạch sẽ nhìn bắt mắt, thịt nhiều nóng hổi. Không gian rất mát kiểu tự nhiên dù mình đi buổi trưa. Phần bánh ướt thịt heo quay thì lạ miệng nhưng ướp kiểu hơi vị Tàu, không hợp với mình lắm và nước mắm hơi ngọt. Thịt heo tăng giá nhưng giá ở quán cũng ok so với chất lượng.",8.4
"🤪 Bánh tráng thịt heo bà hường toạ lạc số 126 duy tân
❤️Quán sạch sẽ, không gian rộng rãi thoáng mát, nhân viên lên món ăn khá nhanh và lịch sự. Menu quán rất đơn giản, chỉ 1 món chính là ""Bánh Tráng Cuốn Thịt Heo"" và 5 món phụ là ""Cá Nục Hấp, Bò Nhúng Dấm, Cháo Tôm, Cháo Bò và Bún Mắm"", và không để giá tiền. Giá 65k/1 phần to như hình, ăn no và ngon đã đời luôn ạ. Lát thịt heo ở đây mặc dù hình thức không đẹp như bên quán Trần nhưng dày dặn hơn, ăn rất mềm mại, ngọt thịt, có 2 đầu da đặc trưng ở Đà Nẵng nhé, nhìn miếng thịt heo nhỏ nhắn thế thôi chứ cuốn vào là đầy ụ ngập miệng hehe. Rau xanh cho rất hào phóng và cũng rất sạch sẽ. Nhớ ăn kèm với bánh tráng mè giòn giòn thơm thơm nhé. Ngon nhất là mắm nêm, đậm đà và rất vừa miệng, thêm tí ớt vào cho cay cay ăn mới đã nha. Cách ăn là các bạn chỉ cần lấy bánh tráng đặt lên mì lá nóng hổi thì sẽ tự động dính vào nha, sau đó thêm thịt heo nè, rau nè, ai thích ai bánh tráng thì kẹp vào cuốn luôn và chấm mắm nêm thôi.",8.6
"Thịt quay ngon, thịt luộc cũng ngon. Mắm nêm cũng hấp dẫn. Nhân viên chu đáo, châm mắm và rau liên tục ko đợi kêu luôn. Quan trọng là đi du lịch thì thích quán sạch sẽ, ăn uống cảm giác yên tâm. Lầm sau đi ĐN sẽ lại ghé đây ăn nữa. Rất thích.",8.2
Quán ăn khá ok. Trang trí đẹp theo kiểu tường vàng Hội An. Đồ a thì khá ok. Thịt luộc mền và ngon. Đặc biệt heo quay khá thơm da giòn và ngon. Tuy là quán theo kiểu khách du lịch chứ k phải quán theo kiểu dân địa phương nhưng cũng là nơi khá ok để thưởng thức đặc sản.,7.2
"Quá tệ. Mình với bạn làm việc gần đường Duy Tân nên vào ăn thử. Phải nói là thịt và cá nục quá tệ. Không ngon, giá lại quá cao. Thịt 70k và cá 100k, không bằng những chỗ khác giá hợp lý hơn và ngon hơn, đậm chất miền Trung hơn. Bánh tráng thì không phải bánh tráng Đại Lộc, mắm ngọt, thịt mỡ 2 đầu nhưng không ngon, không tươi, săn, rau thì không lặt nữa kia. Cá thì khỏi nói, ít mà cũng không ngon. Mình phải bỏ lại không ăn hết nổi. Nói chung mình sẽ không ghé lại. Hi vọng quán cập nhật và cải thiện hơn.",3.0
"Mình ship một phần Bánh tráng 65k về mà ăn no căng bụng luôn ấy!!! Cũng tại nước chấm quá ngon! Ngon nhất trong mấy quán bánh tráng thịt heo mà mình ship về. 
Rau tươi, cả một bao to; Bánh tráng mềm, dai, to, cuốn không bị nát luôn ấy, mình cuốn miếng to chà bá. 
Đặc biệt nhất là thịt heo hai đầu mỡ, miếng dài ơi là dài, mỏng dễ cuốn nữa, cách mình gần 4km mà ship về vẫn nóng! 
A, còn nước chấm. Quán làm rất kỹ, một bao nước chấm, 2 bao nhỏ để riêng là dầu hành phi vàng với ớt, nhìn ngon mắt rất sạch sẽ!! Quan trọng nhất vẫn là ngon! ngon! ngon! thích nước chấm nhất luôn ấy!!

ps: Kiến nghị với quán là nên để bánh tráng ra bao riêng, để chung bánh tráng với thịt heo, bánh cuốn ẩm hết cả ;)))",10
"👌chất lượng phù hợp vs giá tiền, phục vụ nhanh. Rau hơi bị héo xíu, k ngon mắt chút 😂",9.0
"Quán nằm trong hẻm nhưng khá rộng và mát mẻ, giờ trưa khách ở đây đông đen. Thích cái là quán có mấy con mèo ra tiếp khách nè, Mèo ở đây còn đông hơn cả nhân viên, chắc nguyên một đại gia đình á chời. Nước chấm ngon, rau nhiều ăn vô tư không cần xin thêm, 60k/ phần ngó bộ cũng mắc nhỉ? Cá nục cho nhiều ớt bột cay xè. 2 người gọi 1 phần cá nục 1 phần bánh tráng ăn no cành hông 🍔🍔",6.6
"Cả gia đình mình thường ghé quán vào dịp cuối tuần, sạch sẽ, đồ ăn ngon, nóng và bày trí đẹp.",8.8
"Quán trong hẻm nhỏ, hơi bị khó tìm nhưng vào trong thì không gian rộng rãi thoáng đãng. Mắm nêm ở đây pha ngon, rau nhiều đầy ụ, bánh tráng và mỳ lá cho nhiều dư chứ không phải xin đi xin lại như nơi khác. 1phần thịt cũng nhiều, còn cá nục thì phục vụ quá lâu, ăn muốn hết rồi nhắc đi nhắc lại mới có, nhưng cá vị ổn, ko bị tanh. 2 phần 1 cá 1 thịt thêm nước uống, gần 200k theo mình là giá ổn.",7.6
